time,lon,lat,lons,lats,latitude_longitude,spi
2018-01-01,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-01-02,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-01-03,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-01-04,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-01-05,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-01-06,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-01-07,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-01-08,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-01-09,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-01-10,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-01-11,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-01-12,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-01-13,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-01-14,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-01-15,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-01-16,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-01-17,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-01-18,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-01-19,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-01-20,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-01-21,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-01-22,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-01-23,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-01-24,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-01-25,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-01-26,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-01-27,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-01-28,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-01-29,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-01-30,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-01-31,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-02-01,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-02-02,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-02-03,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-02-04,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-02-05,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-02-06,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-02-07,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-02-08,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-02-09,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-02-10,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-02-11,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-02-12,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-02-13,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-02-14,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-02-15,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-02-16,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-02-17,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-02-18,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-02-19,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-02-20,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-02-21,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-02-22,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-02-23,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-02-24,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-02-25,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-02-26,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-02-27,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-02-28,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-03-01,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-03-02,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-03-03,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-03-04,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-03-05,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-03-06,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-03-07,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-03-08,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-03-09,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-03-10,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-03-11,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-03-12,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-03-13,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-03-14,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-03-15,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-03-16,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-03-17,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-03-18,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-03-19,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-03-20,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-03-21,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-03-22,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-03-23,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-03-24,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-03-25,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-03-26,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-03-27,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-03-28,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-03-29,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-03-30,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,
2018-03-31,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,0.9305738
2018-04-01,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,0.8129037
2018-04-02,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,0.9227517
2018-04-03,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,0.7314077
2018-04-04,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,0.8207722
2018-04-05,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,0.7419432
2018-04-06,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,0.60981053
2018-04-07,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,0.60981053
2018-04-08,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,0.60981053
2018-04-09,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,0.60981053
2018-04-10,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,0.59654534
2018-04-11,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,0.53540146
2018-04-12,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,0.53540146
2018-04-13,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,0.58061427
2018-04-14,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,0.6151132
2018-04-15,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,0.4740536
2018-04-16,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,0.32920712
2018-04-17,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,0.1886315
2018-04-18,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,0.00314381
2018-04-19,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,-0.07103596
2018-04-20,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,-0.29821888
2018-04-21,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,-0.29821888
2018-04-22,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,-0.31774694
2018-04-23,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,-0.4100964
2018-04-24,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,-0.48037684
2018-04-25,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,-0.09858743
2018-04-26,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,-0.09858743
2018-04-27,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,-0.1234209
2018-04-28,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,-0.14828745
2018-04-29,8.70730856035551,54.908170918201535,8.70730856035551,54.908170918201535,0,-0.2064445
